30010000	51.728601274	4.712120126	301.7981	108360.8790	415757.2745	258.0057
30010001	52.115330444	7.684748554	41.4160	312352.6004	461058.5812	-2.5206
30010002	53.001308983	3.360296728	72.6882	18940.4448	559061.2153	29.9951
30010003	51.682439113	2.739626538	269.9401	-28072.8306	413735.0451	225.6753
30010004	53.558631914	6.829370962	39.9510	250569.5957	620134.9245	-0.2625
30010005	51.589888118	3.160820284	-11.4426	729.7127	402466.5599	-55.6883
30010006	53.957638355	5.089553648	301.2718	135458.0914	663630.6489	260.6568
30010007	52.175136373	2.618267658	77.9387	-34373.0132	468835.5131	33.8482
30010008	51.593897609	3.927663147	106.9715	53868.5138	401568.0165	62.7610
30010009	53.184783369	5.816489592	203.4425	183697.1899	577653.4349	162.1973
30010010	51.665048744	6.975755518	95.5102	264897.3013	409670.0085	50.7614
30010011	52.895724188	3.977163774	-14.0975	60114.5409	546326.8570	-56.5891
30010012	52.625706976	7.426184226	267.7075	293049.2890	517300.6867	225.1625
30010013	53.140259161	3.321991798	220.7720	16812.5046	574592.6914	178.2825
30010014	51.825323002	5.049883673	3.4374	131745.5792	426355.6419	-40.1293
30010015	50.967871682	2.645053232	26.9382	-37597.7813	334519.6739	-17.4082
30010016	52.564969595	2.960450296	174.1037	-9524.1621	511355.0771	130.6485
30010017	51.891451991	3.940964982	271.4349	55448.2064	434649.2759	227.6923
30010018	51.749850783	4.704324531	99.3574	107844.5008	418126.3146	55.5892
30010019	52.716916247	4.971955798	232.1489	126941.2885	525583.8295	189.7350
30010020	53.473095072	6.886681267	290.4741	254565.6835	610693.7409	250.1468
30010021	52.763874938	4.069800843	115.9049	66080.2628	531539.0239	73.2384
30010022	51.219509537	3.242243400	81.3849	5158.5834	361104.5680	36.9294
30010023	53.079872831	4.675954460	160.6366	107338.4060	566127.5985	118.6301
30010024	52.984909704	6.775366112	148.2846	248222.1165	556221.9315	106.9584
30010025	51.931355334	7.130046611	86.6541	274859.8014	439536.2357	42.5131
30010026	53.720406108	4.195642060	28.6331	76334.3963	637835.0257	-12.7358
30010027	50.432124530	6.932006977	322.9066	264769.8776	272462.1788	274.9411
30010028	51.828833480	6.824635739	201.9735	254083.6547	427671.9070	157.7009
30010029	50.367382747	5.940075089	157.6317	194341.9220	264252.3985	110.0625
30010030	52.491587077	3.033582858	12.7596	-4832.8475	503029.1324	-30.6957
30010031	53.731348237	5.585180717	179.1232	168066.7668	638418.3058	138.7517
30010032	50.827018492	4.772719554	21.9035	111703.2374	315420.9378	-23.6432
30010033	53.476713185	7.061929696	-11.3544	266191.4980	611353.1579	-51.6450
30010034	52.648256434	4.179893744	268.1348	73295.7805	518545.2108	225.3525
30010035	51.020196533	6.366735178	152.6833	223730.5222	337190.9205	107.0848
30010036	50.754371758	5.003832187	173.4001	127945.2820	307228.1493	127.6097
30010037	52.737750261	4.159808429	89.3996	72105.6561	528525.3168	46.7308
30010038	51.378594810	7.866083090	238.6011	327561.4444	379535.2607	191.7803
30010039	52.891666349	3.980377507	326.8751	60321.9837	545871.1468	284.3792
30010040	53.465534736	6.174908074	47.9405	207314.7367	609100.5053	7.4664
30010041	53.567141469	7.718487928	217.0586	309447.1965	622628.5992	177.1126
30010042	53.108440663	3.312327156	193.7629	16064.0296	571071.3322	151.2114
30010043	52.566004006	7.218250992	130.5325	279141.5567	510282.3053	87.8595
30010044	50.950281951	5.017816120	186.7561	129042.0693	329017.8666	141.2577
30010045	50.517582296	7.251847703	288.5303	287252.2570	282495.2942	240.8718
30010046	50.982402978	3.802299553	115.9782	43705.8095	333731.4617	71.2554
30010047	52.552611381	2.505217272	196.2700	-40431.3356	511113.1117	152.4636
30010048	52.765775289	6.025230199	263.7736	198063.5327	531130.2133	221.5415
30010049	53.999759140	5.144478208	252.6995	139079.8850	668306.0460	212.1723
30010050	51.991885990	4.115817284	241.5533	67678.7311	445597.0243	198.0125
30010051	50.284701776	3.459302747	-6.2100	17582.5033	256708.0647	-50.8047
30010052	51.674559075	5.159209097	9.7099	139229.7879	409553.3776	-33.9167
30010053	53.255638209	6.832591255	11.9531	251460.5426	586421.5535	-28.6965
30010054	53.633564979	4.911100889	104.5603	123502.9770	627620.3996	63.3836
30010055	52.140280214	6.283826609	60.4856	216379.0437	461722.4577	16.9608
30010056	52.091573501	7.974784804	90.5160	332305.1482	459085.2577	46.4086
30010057	51.352621077	5.457690819	267.1858	159910.5404	373714.9536	223.0196
30010058	53.594268955	7.141621511	291.2760	271162.4374	624560.8071	251.1823
30010059	53.887656818	6.318127690	235.2386	216217.1113	656197.2638	195.4432
30010060	53.508880057	4.202131136	249.6776	76374.4582	614286.1303	208.1624
30010061	52.290257108	5.021235164	293.3105	130031.2115	478092.6998	250.2237
30010062	50.441686719	5.059250770	132.9629	131700.6594	272422.7473	86.5920
30010063	50.881379640	5.203527788	77.8659	142073.5456	321303.2259	32.1902
30010064	52.805881649	3.287945722	57.2725	13452.3495	537459.5911	14.3053
30010065	52.752855543	5.912022268	24.2958	190433.1059	529631.1529	-17.9726
30010066	51.480145290	3.681236541	-1.8691	36499.2877	389286.2694	-46.2092
30010067	52.963677143	7.100434920	85.0267	270105.6145	554328.8645	43.6680
30010068	53.424412914	2.588472172	189.2480	-31024.3431	607856.1293	146.6783
30010069	51.541875732	3.383878248	269.0288	16036.0618	396677.6286	224.7573
30010070	53.793209844	5.867731264	119.2510	186669.9388	645392.3808	79.1798
30010071	52.726939353	7.436320240	173.6558	293416.1661	528581.2102	131.4826
30010072	51.487917973	4.240498387	55.8216	75358.0123	389390.7968	11.5288
30010073	53.539781693	6.658490799	127.0219	239283.6487	617823.2858	86.8002
30010074	50.470886587	3.798904818	325.2560	42233.9624	276839.3153	280.2848
30010075	52.395678441	4.341813011	44.5296	83847.1065	490272.6705	1.4900
30010076	53.409445148	5.301483269	300.2231	149299.0098	602574.4634	258.9390
30010077	52.433711033	4.592141948	270.4875	100931.2449	494287.8082	227.5343
30010078	51.255192451	6.501674605	314.0851	232799.4040	363467.6838	268.7574
30010079	50.318898981	2.576295857	232.4387	-45193.8883	262540.1999	188.1977
30010080	50.920864221	7.337122927	-13.9014	292105.3882	327507.0460	-61.0991
30010081	51.482876949	6.455693275	57.7950	229218.6281	388747.8705	12.9305
30010082	52.741489166	3.619211453	39.5494	35609.9790	529697.8887	-3.3104
30010083	51.376451789	7.910872395	30.1576	330686.7441	379403.8937	-16.7236
30010084	50.434963003	6.015011123	14.2276	199609.8921	271813.6273	-33.3291
30010085	52.285283806	3.699864423	234.0438	39872.3857	478816.1569	190.7190
30010086	51.356956963	2.773693834	-5.2378	-27016.6260	377455.5107	-49.4684
30010087	53.935705739	6.205421667	52.9359	208744.7633	661455.3874	13.1491
30010088	52.083404326	6.816650887	76.3067	252975.9146	455980.0838	32.4754
30010089	51.732003320	4.986422683	125.4229	127313.4508	415995.7533	81.7772
30010090	51.264713311	3.991770136	326.7890	57609.3825	364863.4266	282.2459
30010091	52.641035015	2.608664423	91.4987	-33041.0049	520672.5186	47.8316
30010092	50.266477761	4.815788178	118.0540	114252.1734	253036.4695	71.8516
30010093	53.635604023	3.545922330	257.3647	33204.3435	629303.9818	215.7703
30010094	52.649707020	3.929653501	252.6264	56365.5597	519018.6396	209.7761
30010095	51.211191165	5.708656377	28.4910	177462.4310	358027.9864	-16.0275
30010096	51.676948561	3.829759368	170.2711	47283.0598	410946.7253	126.1568
30010097	52.508480538	4.921456934	-10.7592	123379.7747	502412.1096	-53.4976
30010098	53.411953674	2.954185042	69.0218	-6770.3933	605585.9451	26.7738
30010099	53.893430423	5.000930362	97.7996	129601.2931	656510.8333	57.0249
